case_id,domain,ticker,decision_date,task_type,market,horizons,source_config,synthetic,paper_ready,metadata
COP_2023_09_29,oil,COP,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
COP_2023_12_29,oil,COP,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
COP_2024_03_28,oil,COP,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
COP_2024_06_28,oil,COP,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
COP_2024_09_30,oil,COP,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
COP_2024_12_31,oil,COP,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2020_03_31,oil,OXY,2020-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2020_06_30,oil,OXY,2020-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2020_09_30,oil,OXY,2020-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2020_12_31,oil,OXY,2020-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2021_03_31,oil,OXY,2021-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2021_06_30,oil,OXY,2021-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2021_09_30,oil,OXY,2021-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2021_12_31,oil,OXY,2021-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2022_03_31,oil,OXY,2022-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2022_06_30,oil,OXY,2022-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2022_09_30,oil,OXY,2022-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2022_12_30,oil,OXY,2022-12-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2023_03_31,oil,OXY,2023-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2023_06_30,oil,OXY,2023-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2023_09_29,oil,OXY,2023-09-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2023_12_29,oil,OXY,2023-12-29,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2024_03_28,oil,OXY,2024-03-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2024_06_28,oil,OXY,2024-06-28,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2024_09_30,oil,OXY,2024-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
OXY_2024_12_31,oil,OXY,2024-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2020_03_31,oil,SLB,2020-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2020_06_30,oil,SLB,2020-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2020_09_30,oil,SLB,2020-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2020_12_31,oil,SLB,2020-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2021_03_31,oil,SLB,2021-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2021_06_30,oil,SLB,2021-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2021_09_30,oil,SLB,2021-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2021_12_31,oil,SLB,2021-12-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2022_03_31,oil,SLB,2022-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2022_06_30,oil,SLB,2022-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2022_09_30,oil,SLB,2022-09-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2022_12_30,oil,SLB,2022-12-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2023_03_31,oil,SLB,2023-03-31,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
SLB_2023_06_30,oil,SLB,2023-06-30,investment,US,"[21, 63, 126, 252]",configs/live_experiments/live_case_panel_2020_2024.yaml,False,False,"{""experiment_id"": ""live_panel_2020_2024"", ""notes"": [""Historical panel scaffold for future live quantitative experiment."", ""API snapshots are required before performance claims.""]}"
